book_id,warehouse_id,stock_count,last_updated
4949,8,90,2024-12-26 00:00:00
4949,7,182,2024-11-27 00:00:00
4950,7,109,2024-12-20 00:00:00
4950,1,6,2024-10-30 00:00:00
4951,3,37,2024-04-05 00:00:00
4951,8,70,2024-11-23 00:00:00
4952,6,100,2024-10-04 00:00:00
4952,3,79,2024-11-29 00:00:00
4952,2,123,2024-09-02 00:00:00
4952,5,70,2024-11-16 00:00:00
4953,1,175,2024-05-12 00:00:00
4953,8,18,2024-11-24 00:00:00
4953,4,187,2024-10-16 00:00:00
4954,3,1,2024-08-05 00:00:00
4955,1,93,2024-10-04 00:00:00
4955,8,38,2024-11-15 00:00:00
4955,2,41,2024-08-16 00:00:00
4955,6,188,2024-12-29 00:00:00
4955,4,197,2024-10-11 00:00:00
4956,5,36,2024-09-27 00:00:00
4956,8,24,2024-11-09 00:00:00
4956,4,68,2024-12-24 00:00:00
4956,3,90,2024-12-23 00:00:00
4957,8,173,2024-12-16 00:00:00
4957,4,131,2024-12-04 00:00:00
4958,8,138,2024-12-02 00:00:00
4958,2,108,2024-10-18 00:00:00
4958,6,194,2024-09-08 00:00:00
4958,1,73,2024-11-26 00:00:00
4959,1,63,2024-12-29 00:00:00
4959,3,134,2024-12-09 00:00:00
4959,4,194,2024-12-27 00:00:00
4960,4,83,2024-12-19 00:00:00
4960,3,146,2024-10-13 00:00:00
4960,6,66,2024-10-30 00:00:00
4961,8,16,2024-11-01 00:00:00
4961,6,63,2024-10-31 00:00:00
4961,4,137,2024-10-04 00:00:00
4962,7,33,2024-12-23 00:00:00
4962,1,74,2024-09-23 00:00:00
4962,2,175,2024-12-03 00:00:00
4963,3,15,2024-08-18 00:00:00
4964,3,179,2024-11-20 00:00:00
4964,7,113,2024-12-08 00:00:00
4964,1,140,2024-12-28 00:00:00
4965,2,194,2024-12-30 00:00:00
4965,8,57,2024-12-24 00:00:00
4965,3,165,2024-12-11 00:00:00
4966,5,130,2024-12-26 00:00:00
4966,4,186,2024-12-01 00:00:00
4967,6,23,2024-08-02 00:00:00
4967,7,63,2024-12-12 00:00:00
4967,2,78,2024-06-21 00:00:00
4968,6,127,2024-11-04 00:00:00
4968,4,132,2024-12-17 00:00:00
4968,5,166,2024-12-13 00:00:00
4968,1,87,2024-12-29 00:00:00
4969,3,189,2024-11-09 00:00:00
4969,5,157,2024-11-15 00:00:00
4969,7,78,2024-11-10 00:00:00
4969,4,70,2024-11-12 00:00:00
4969,1,159,2024-07-25 00:00:00
4970,2,3,2024-12-28 00:00:00
4970,7,184,2024-12-15 00:00:00
4970,3,4,2024-10-16 00:00:00
4971,2,12,2024-11-19 00:00:00
4971,7,158,2024-11-29 00:00:00
4972,4,163,2024-12-05 00:00:00
4972,8,139,2024-09-18 00:00:00
4972,7,106,2024-12-22 00:00:00
4973,5,35,2024-10-18 00:00:00
4974,3,176,2024-12-08 00:00:00
4974,7,123,2024-12-05 00:00:00
4974,5,64,2024-11-14 00:00:00
4975,3,57,2024-12-24 00:00:00
4975,6,144,2024-03-18 00:00:00
4975,5,107,2024-06-30 00:00:00
4976,2,41,2024-12-12 00:00:00
4976,5,177,2024-11-05 00:00:00
4976,4,180,2024-11-22 00:00:00
4977,4,179,2024-12-27 00:00:00
4977,3,159,2024-10-14 00:00:00
4978,8,56,2024-12-03 00:00:00
4978,6,2,2024-01-31 00:00:00
4978,5,180,2024-07-29 00:00:00
4979,4,144,2024-11-28 00:00:00
4979,1,23,2024-12-01 00:00:00
4979,5,30,2024-10-30 00:00:00
4980,5,92,2024-12-21 00:00:00
4980,3,152,2024-04-24 00:00:00
4981,2,61,2024-12-21 00:00:00
4982,6,112,2024-12-03 00:00:00
4982,7,127,2024-12-10 00:00:00
4982,5,60,2024-11-16 00:00:00
4982,1,152,2024-12-30 00:00:00
4983,4,101,2024-11-04 00:00:00
4983,3,195,2024-12-10 00:00:00
4983,7,111,2024-12-30 00:00:00
4984,1,30,2024-12-29 00:00:00
4984,2,52,2024-09-11 00:00:00
4984,3,180,2024-10-13 00:00:00
4984,4,159,2024-10-13 00:00:00
4985,8,184,2024-12-27 00:00:00
4985,4,190,2024-11-19 00:00:00
4985,6,45,2024-12-21 00:00:00
4985,5,170,2024-12-14 00:00:00
4985,1,28,2024-12-10 00:00:00
4986,3,32,2024-12-30 00:00:00
4986,2,60,2024-11-04 00:00:00
4986,1,148,2024-12-11 00:00:00
4987,7,152,2024-11-25 00:00:00
4987,3,169,2024-10-31 00:00:00
4988,7,159,2024-12-16 00:00:00
4988,4,4,2024-12-24 00:00:00
4988,2,49,2024-09-29 00:00:00
4988,1,166,2024-12-29 00:00:00
4989,5,28,2024-09-10 00:00:00
4989,6,170,2024-10-25 00:00:00
4989,3,93,2024-09-27 00:00:00
4990,8,129,2024-11-03 00:00:00
4991,5,199,2024-11-11 00:00:00
4992,8,18,2024-10-09 00:00:00
4992,3,156,2024-06-14 00:00:00
4992,2,188,2024-10-16 00:00:00
4993,4,1,2024-08-11 00:00:00
4993,7,52,2024-10-30 00:00:00
4994,4,49,2024-12-18 00:00:00
4994,1,90,2024-12-24 00:00:00
4994,6,95,2024-06-27 00:00:00
4995,4,87,2024-11-21 00:00:00
4995,2,129,2024-10-15 00:00:00
4995,1,75,2024-11-11 00:00:00
4996,2,66,2024-09-22 00:00:00
4996,6,68,2024-10-15 00:00:00
4996,1,65,2024-08-15 00:00:00
4996,8,86,2024-08-08 00:00:00
4997,4,165,2024-12-30 00:00:00
4997,2,114,2024-12-01 00:00:00
4998,5,180,2024-10-03 00:00:00
4998,6,160,2024-11-29 00:00:00
4998,8,123,2024-12-09 00:00:00
4999,5,163,2024-10-19 00:00:00
4999,3,192,2024-10-24 00:00:00
4999,4,174,2024-10-29 00:00:00
4999,6,127,2024-12-29 00:00:00
5000,3,95,2024-12-16 00:00:00
5000,1,66,2024-05-02 00:00:00
5000,2,196,2024-12-11 00:00:00
5001,7,26,2024-09-16 00:00:00
5001,6,158,2024-12-28 00:00:00
5002,2,87,2024-12-27 00:00:00
5002,8,165,2024-12-02 00:00:00
5002,4,122,2024-12-15 00:00:00
5003,7,22,2024-06-23 00:00:00
5003,4,37,2024-12-31 00:00:00
5003,6,58,2024-12-24 00:00:00
5003,2,182,2024-12-26 00:00:00
5004,3,130,2024-11-28 00:00:00
5004,8,90,2024-08-15 00:00:00
5004,2,87,2024-10-17 00:00:00
5004,6,5,2024-05-17 00:00:00
5005,5,108,2024-03-25 00:00:00
5005,2,194,2024-12-08 00:00:00
5005,8,74,2024-10-16 00:00:00
5005,3,48,2024-12-22 00:00:00
5006,8,28,2024-04-03 00:00:00
5006,6,190,2024-07-18 00:00:00
5006,5,12,2024-11-26 00:00:00
5007,7,148,2024-12-26 00:00:00
5007,6,92,2024-12-17 00:00:00
5007,4,129,2024-12-19 00:00:00
5008,8,6,2024-10-23 00:00:00
5008,1,64,2024-04-13 00:00:00
5008,7,127,2024-11-21 00:00:00
5009,4,95,2024-08-08 00:00:00
5009,2,194,2024-12-06 00:00:00
5009,5,59,2024-12-17 00:00:00
5009,8,21,2024-12-28 00:00:00
5009,6,39,2024-12-02 00:00:00
5010,3,38,2024-12-22 00:00:00
5010,6,196,2024-12-17 00:00:00
5010,8,36,2024-11-14 00:00:00
5010,1,78,2024-02-08 00:00:00
5011,2,61,2024-09-09 00:00:00
5011,1,177,2024-10-22 00:00:00
5012,1,165,2024-12-15 00:00:00
5012,6,187,2024-12-14 00:00:00
5013,8,160,2024-09-15 00:00:00
5013,3,200,2024-11-01 00:00:00
5014,1,186,2024-08-09 00:00:00
5014,5,138,2024-12-29 00:00:00
5014,7,42,2024-08-06 00:00:00
5014,2,42,2024-11-20 00:00:00
5015,8,87,2024-12-14 00:00:00
5015,2,158,2024-10-25 00:00:00
5016,7,51,2024-12-15 00:00:00
5016,1,147,2024-08-24 00:00:00
5017,5,104,2024-10-05 00:00:00
5017,6,22,2024-12-05 00:00:00
5017,2,155,2024-12-27 00:00:00
5018,8,141,2024-09-02 00:00:00
5018,6,137,2024-09-25 00:00:00
5018,7,54,2024-12-04 00:00:00
5018,4,103,2024-11-11 00:00:00
5018,3,181,2024-11-17 00:00:00
5019,7,189,2024-12-17 00:00:00
5019,1,99,2024-11-24 00:00:00
5019,2,93,2024-12-02 00:00:00
5019,6,11,2024-10-11 00:00:00
5020,3,70,2024-10-25 00:00:00
5020,8,136,2024-11-19 00:00:00
5020,4,129,2024-12-21 00:00:00
5020,1,61,2024-12-18 00:00:00
5021,6,74,2024-10-24 00:00:00
5021,2,35,2024-12-02 00:00:00
5022,1,28,2024-11-23 00:00:00
5022,6,128,2024-10-10 00:00:00
5022,7,176,2024-11-17 00:00:00
5022,3,41,2024-12-23 00:00:00
5023,2,178,2024-12-19 00:00:00
5023,4,121,2024-11-09 00:00:00
5023,3,113,2024-10-16 00:00:00
5024,7,125,2024-10-28 00:00:00
5024,2,15,2024-11-20 00:00:00
5025,4,61,2024-07-31 00:00:00
5025,7,164,2024-08-24 00:00:00
5025,1,49,2024-12-30 00:00:00
5025,8,33,2024-10-29 00:00:00
5025,5,83,2024-09-19 00:00:00
5026,8,152,2024-11-20 00:00:00
5026,1,2,2024-12-01 00:00:00
5026,6,80,2024-11-28 00:00:00
5026,2,40,2024-12-19 00:00:00
5026,3,141,2024-12-20 00:00:00
5027,4,95,2024-12-01 00:00:00
5027,5,171,2024-08-10 00:00:00
5027,1,150,2024-12-20 00:00:00
5027,3,44,2024-11-10 00:00:00
5027,7,140,2024-12-06 00:00:00
5028,2,134,2024-11-24 00:00:00
5029,3,109,2024-12-17 00:00:00
5029,5,18,2024-11-03 00:00:00
5030,2,2,2024-11-14 00:00:00
5030,5,86,2024-12-08 00:00:00
5030,3,196,2024-12-06 00:00:00
5030,8,110,2024-11-05 00:00:00
5030,6,87,2024-08-30 00:00:00
5031,5,183,2024-12-13 00:00:00
5031,2,113,2024-10-20 00:00:00
5031,4,176,2024-11-17 00:00:00
5032,3,167,2024-08-27 00:00:00
5033,5,97,2024-12-02 00:00:00
5033,2,140,2024-11-20 00:00:00
5033,6,9,2024-11-28 00:00:00
5034,7,46,2024-11-28 00:00:00
5034,8,110,2024-12-06 00:00:00
5034,2,103,2024-12-17 00:00:00
5035,8,66,2024-06-03 00:00:00
5035,6,6,2024-12-08 00:00:00
5035,1,139,2024-12-05 00:00:00
5036,6,0,2024-12-13 00:00:00
5036,5,95,2024-10-23 00:00:00
5036,1,79,2024-12-25 00:00:00
5037,8,171,2024-08-19 00:00:00
5037,7,76,2024-12-31 00:00:00
5037,3,59,2024-12-12 00:00:00
5038,6,106,2024-12-16 00:00:00
5039,1,182,2024-12-07 00:00:00
5039,3,155,2024-03-21 00:00:00
5039,5,26,2024-09-22 00:00:00
5039,2,53,2024-11-17 00:00:00
5040,2,129,2024-09-17 00:00:00
5040,4,89,2024-08-13 00:00:00
5040,1,30,2024-12-22 00:00:00
5040,5,162,2024-09-04 00:00:00
5041,7,108,2024-12-09 00:00:00
5041,5,171,2024-12-01 00:00:00
5041,2,113,2024-11-27 00:00:00
5041,4,113,2024-05-12 00:00:00
5042,6,15,2024-11-13 00:00:00
5042,4,88,2024-09-17 00:00:00
5042,5,100,2024-11-11 00:00:00
5043,7,19,2024-06-16 00:00:00
5044,1,112,2024-11-11 00:00:00
5044,7,33,2024-12-12 00:00:00
5044,3,35,2024-08-25 00:00:00
5045,7,112,2024-11-24 00:00:00
5045,2,188,2024-10-08 00:00:00
5045,4,69,2024-11-18 00:00:00
5045,6,187,2024-08-19 00:00:00
5046,7,21,2024-10-16 00:00:00
5046,1,96,2024-11-21 00:00:00
5046,5,150,2024-12-08 00:00:00
5046,8,68,2024-08-11 00:00:00
5047,1,159,2024-10-31 00:00:00
5047,3,194,2024-11-05 00:00:00
5047,7,55,2024-07-24 00:00:00
5048,2,79,2024-10-06 00:00:00
5049,6,118,2024-12-22 00:00:00
5049,8,125,2024-12-27 00:00:00
5049,1,97,2024-11-24 00:00:00
5049,7,20,2024-11-21 00:00:00
5050,3,9,2024-08-15 00:00:00
5051,2,189,2024-12-27 00:00:00
5051,7,38,2024-07-29 00:00:00
5051,1,175,2024-12-13 00:00:00
5052,7,197,2024-12-22 00:00:00
5053,8,178,2024-12-02 00:00:00
5054,2,48,2024-10-05 00:00:00
5054,8,76,2024-08-30 00:00:00
5054,7,181,2024-12-26 00:00:00
5055,4,28,2024-12-26 00:00:00
5055,5,44,2024-09-12 00:00:00
5055,6,7,2024-07-26 00:00:00
5055,3,120,2024-11-08 00:00:00
5056,1,33,2024-11-22 00:00:00
5056,5,97,2024-11-29 00:00:00
5056,4,95,2024-12-02 00:00:00
5056,3,128,2024-08-10 00:00:00
5056,2,60,2024-12-26 00:00:00
5057,7,86,2024-12-16 00:00:00
5057,1,185,2024-10-29 00:00:00
5057,3,101,2024-08-29 00:00:00
5058,1,90,2024-12-19 00:00:00
5058,8,90,2024-12-24 00:00:00
5058,6,67,2024-11-18 00:00:00
5058,4,57,2024-10-11 00:00:00
5059,3,68,2024-11-28 00:00:00
5059,7,62,2024-08-17 00:00:00
5060,1,159,2024-12-23 00:00:00
5060,6,100,2024-12-25 00:00:00
5060,2,143,2024-02-16 00:00:00
5060,4,198,2024-12-15 00:00:00
5060,7,7,2024-10-28 00:00:00
5061,3,137,2024-12-29 00:00:00
5061,6,200,2024-12-25 00:00:00
5061,5,174,2024-12-18 00:00:00
5062,2,167,2024-10-31 00:00:00
5062,3,113,2024-12-26 00:00:00
5062,1,131,2024-12-18 00:00:00
5062,7,44,2024-03-26 00:00:00
5063,1,91,2024-12-01 00:00:00
5063,8,178,2024-09-21 00:00:00
5063,7,64,2024-10-27 00:00:00
5064,2,8,2024-10-23 00:00:00
5065,5,32,2024-12-29 00:00:00
5065,8,55,2024-09-20 00:00:00
5065,4,110,2024-12-21 00:00:00
5065,3,189,2024-09-05 00:00:00
5066,6,103,2024-12-18 00:00:00
5066,3,58,2024-12-04 00:00:00
5066,4,52,2024-12-28 00:00:00
5067,6,171,2024-07-05 00:00:00
5067,7,125,2024-10-06 00:00:00
5067,3,88,2024-09-22 00:00:00
5067,5,173,2024-11-21 00:00:00
5068,8,86,2024-07-13 00:00:00
5068,2,14,2024-11-18 00:00:00
5068,1,11,2024-10-09 00:00:00
5069,5,81,2024-12-20 00:00:00
5069,7,199,2024-10-11 00:00:00
5069,8,169,2024-11-25 00:00:00
5069,3,35,2024-08-31 00:00:00
5070,6,8,2024-12-30 00:00:00
5070,3,31,2024-12-02 00:00:00
5070,4,122,2024-09-18 00:00:00
5070,2,99,2024-10-08 00:00:00
5071,8,195,2024-11-07 00:00:00
5072,6,46,2024-10-20 00:00:00
5072,3,166,2024-10-14 00:00:00
5073,5,34,2024-12-14 00:00:00
5074,5,89,2024-12-15 00:00:00
5074,8,126,2024-07-21 00:00:00
5074,1,79,2024-09-23 00:00:00
5075,6,115,2024-12-31 00:00:00
5075,7,25,2024-09-09 00:00:00
5075,1,126,2024-12-20 00:00:00
5075,8,157,2024-09-06 00:00:00
5076,7,195,2024-12-26 00:00:00
5076,6,29,2024-12-15 00:00:00
5077,4,99,2024-11-04 00:00:00
5077,6,194,2024-12-22 00:00:00
5077,2,74,2024-11-19 00:00:00
5078,6,133,2024-11-29 00:00:00
5078,1,167,2024-12-04 00:00:00
5078,8,185,2024-12-19 00:00:00
5078,4,7,2024-10-04 00:00:00
5079,1,168,2024-12-06 00:00:00
5079,6,118,2024-12-01 00:00:00
5079,7,63,2024-12-19 00:00:00
5079,3,39,2024-08-07 00:00:00
5080,4,156,2024-12-10 00:00:00
5080,6,130,2024-11-22 00:00:00
5081,7,105,2024-11-22 00:00:00
5082,4,76,2024-11-06 00:00:00
5082,1,136,2024-09-17 00:00:00
5082,2,193,2024-11-26 00:00:00
5083,3,154,2024-11-07 00:00:00
5083,6,69,2024-09-16 00:00:00
5083,4,199,2024-11-17 00:00:00
5084,2,118,2024-12-14 00:00:00
5084,1,88,2024-12-27 00:00:00
5084,7,96,2024-10-10 00:00:00
5084,3,73,2024-12-25 00:00:00
5084,4,46,2024-12-24 00:00:00
5085,5,179,2024-12-30 00:00:00
5085,4,21,2024-11-20 00:00:00
5086,5,164,2024-10-20 00:00:00
5086,1,0,2024-09-15 00:00:00
5086,3,124,2024-09-09 00:00:00
5087,4,90,2024-12-13 00:00:00
5087,2,13,2024-12-23 00:00:00
5087,1,129,2024-08-07 00:00:00
5088,3,67,2024-10-15 00:00:00
5088,1,63,2024-12-14 00:00:00
5088,2,100,2024-10-23 00:00:00
5088,8,40,2024-11-10 00:00:00
5088,5,117,2024-11-04 00:00:00
5089,5,44,2024-10-29 00:00:00
5089,7,75,2024-10-26 00:00:00
5090,5,137,2024-11-13 00:00:00
5090,3,77,2024-09-15 00:00:00
5090,1,193,2024-09-18 00:00:00
5090,2,7,2024-08-08 00:00:00
5091,3,154,2024-12-19 00:00:00
5092,1,51,2024-11-29 00:00:00
5092,7,57,2024-12-05 00:00:00
5092,5,168,2024-08-08 00:00:00
5093,1,186,2024-11-15 00:00:00
5093,3,60,2024-11-19 00:00:00
5094,3,109,2024-11-18 00:00:00
5094,4,194,2024-12-29 00:00:00
5095,1,175,2024-11-02 00:00:00
5095,8,115,2024-12-21 00:00:00
5096,4,182,2024-10-21 00:00:00
5096,2,144,2024-12-26 00:00:00
5097,2,184,2024-12-13 00:00:00
5098,3,37,2024-12-14 00:00:00
5098,6,135,2024-11-15 00:00:00
5098,2,125,2024-11-24 00:00:00
5099,8,8,2024-11-11 00:00:00
5099,2,13,2024-12-26 00:00:00
5100,1,8,2024-08-21 00:00:00
5101,6,198,2024-12-25 00:00:00
5101,4,52,2024-10-20 00:00:00
5101,2,10,2024-07-13 00:00:00
5101,5,161,2024-03-13 00:00:00
5102,4,43,2024-12-20 00:00:00
5102,2,98,2024-11-26 00:00:00
5103,4,188,2024-11-19 00:00:00
5103,7,145,2024-09-23 00:00:00
5103,2,179,2024-10-17 00:00:00
5104,8,148,2024-09-03 00:00:00
5104,7,175,2024-12-05 00:00:00
5104,4,42,2024-12-15 00:00:00
5105,4,3,2024-10-01 00:00:00
5105,2,106,2024-10-20 00:00:00
5106,3,164,2024-08-28 00:00:00
5107,1,140,2024-11-21 00:00:00
5107,7,165,2024-07-21 00:00:00
5108,7,32,2024-10-27 00:00:00
5108,8,99,2024-11-20 00:00:00
5108,2,47,2024-09-23 00:00:00
5109,7,58,2024-07-08 00:00:00
5109,6,155,2024-11-21 00:00:00
5110,5,151,2024-07-23 00:00:00
5110,6,70,2024-11-04 00:00:00
5110,8,39,2024-12-27 00:00:00
5110,2,118,2024-12-05 00:00:00
5110,4,34,2024-12-17 00:00:00
5111,5,86,2024-11-28 00:00:00
5111,6,152,2024-12-22 00:00:00
5111,1,146,2024-05-29 00:00:00
5111,7,108,2024-06-30 00:00:00
5112,8,147,2024-11-03 00:00:00
5112,6,28,2024-12-27 00:00:00
5112,1,35,2024-06-27 00:00:00
5113,3,167,2024-12-13 00:00:00
5113,6,156,2024-07-30 00:00:00
5113,7,62,2024-11-28 00:00:00
5113,5,83,2024-12-26 00:00:00
5113,2,90,2024-12-12 00:00:00
5114,7,171,2024-12-21 00:00:00
5114,2,75,2024-12-03 00:00:00
5114,3,48,2024-12-20 00:00:00
5115,3,100,2024-12-27 00:00:00
5115,6,195,2024-10-23 00:00:00
5116,8,46,2024-12-17 00:00:00
5116,2,19,2024-09-19 00:00:00
5116,5,190,2024-12-05 00:00:00
5117,1,195,2024-10-16 00:00:00
5117,5,124,2024-08-25 00:00:00
5118,6,156,2024-12-06 00:00:00
5118,7,53,2024-09-28 00:00:00
5119,3,14,2024-10-29 00:00:00
5119,5,157,2024-10-01 00:00:00
5119,2,187,2024-12-29 00:00:00
5120,7,20,2024-12-12 00:00:00
5120,6,166,2024-11-14 00:00:00
5120,8,43,2024-06-06 00:00:00
5121,2,170,2024-11-20 00:00:00
5121,7,29,2024-12-22 00:00:00
5121,6,121,2024-12-16 00:00:00
5122,8,162,2024-10-05 00:00:00
5122,6,144,2024-11-06 00:00:00
5122,7,26,2024-09-28 00:00:00
5122,2,146,2024-12-14 00:00:00
5123,5,110,2024-06-23 00:00:00
5123,8,181,2024-12-12 00:00:00
5123,7,165,2024-12-10 00:00:00
5123,2,85,2024-11-25 00:00:00
5124,4,150,2024-11-01 00:00:00
5124,8,185,2024-10-07 00:00:00
5125,8,190,2024-12-28 00:00:00
5126,1,67,2024-08-21 00:00:00
5126,4,91,2024-11-08 00:00:00
5126,5,97,2024-12-04 00:00:00
5126,7,104,2024-09-13 00:00:00
5126,2,101,2024-11-16 00:00:00
5127,5,200,2024-11-15 00:00:00
5127,3,196,2024-12-25 00:00:00
5127,8,165,2024-12-30 00:00:00
5128,5,176,2024-12-12 00:00:00
5128,6,111,2024-11-15 00:00:00
5128,2,93,2024-07-05 00:00:00
5129,6,32,2024-11-23 00:00:00
5129,2,109,2024-06-24 00:00:00
5129,5,57,2024-12-29 00:00:00
5129,4,2,2024-12-25 00:00:00
5130,5,38,2024-11-26 00:00:00
5130,6,27,2024-12-20 00:00:00
5130,2,66,2024-02-14 00:00:00
5131,7,12,2024-10-20 00:00:00
5132,7,53,2024-11-16 00:00:00
5132,1,145,2024-12-26 00:00:00
5133,7,126,2024-12-24 00:00:00
5134,7,41,2024-07-22 00:00:00
5134,2,21,2024-12-08 00:00:00
5134,3,147,2024-12-23 00:00:00
5134,8,135,2024-12-25 00:00:00
5135,8,182,2024-12-19 00:00:00
5135,3,112,2024-10-31 00:00:00
5135,2,183,2024-12-18 00:00:00
5136,3,150,2024-12-14 00:00:00
5137,1,102,2024-07-03 00:00:00
5137,2,9,2024-09-24 00:00:00
5137,6,70,2024-11-03 00:00:00
5137,7,46,2024-11-03 00:00:00
5138,2,93,2024-10-23 00:00:00
5138,7,23,2024-05-23 00:00:00
5138,1,53,2024-10-28 00:00:00
5139,4,62,2024-10-20 00:00:00
5139,2,41,2024-11-13 00:00:00
5139,8,172,2024-11-18 00:00:00
5139,7,90,2024-12-07 00:00:00
5140,4,21,2024-11-11 00:00:00
5140,8,69,2024-11-05 00:00:00
5140,2,65,2024-12-08 00:00:00
5140,7,144,2024-10-29 00:00:00
5141,7,84,2024-12-15 00:00:00
5141,4,19,2024-11-30 00:00:00
5142,8,116,2024-12-08 00:00:00
5142,4,186,2024-12-20 00:00:00
5142,5,117,2024-12-15 00:00:00
5142,3,113,2024-11-23 00:00:00
5143,2,85,2024-11-07 00:00:00
5143,8,107,2024-10-18 00:00:00
5143,3,179,2024-11-02 00:00:00
5143,4,4,2024-11-02 00:00:00
5143,7,156,2024-12-25 00:00:00
5144,3,97,2024-07-18 00:00:00
5144,4,30,2024-10-15 00:00:00
5144,6,87,2024-11-20 00:00:00
5144,1,106,2024-10-31 00:00:00
5145,8,197,2024-11-25 00:00:00
5145,5,136,2024-12-22 00:00:00
5145,6,66,2024-11-30 00:00:00
5145,1,120,2024-10-16 00:00:00
5145,3,10,2024-10-19 00:00:00
5146,2,150,2024-08-14 00:00:00
5147,6,77,2024-11-25 00:00:00
5147,8,82,2024-11-13 00:00:00
5147,2,45,2024-11-10 00:00:00
5147,1,48,2024-09-10 00:00:00
5148,6,6,2024-11-20 00:00:00
5148,3,175,2024-09-09 00:00:00
5148,5,95,2024-02-15 00:00:00
5149,2,89,2024-10-29 00:00:00
5149,7,197,2024-10-26 00:00:00
5150,6,197,2024-08-14 00:00:00
5150,5,164,2024-09-24 00:00:00
5150,1,21,2024-10-02 00:00:00
5151,4,49,2024-10-14 00:00:00
5151,1,63,2024-10-31 00:00:00
5152,7,114,2024-11-26 00:00:00
5152,6,90,2024-12-02 00:00:00
5152,2,57,2024-12-12 00:00:00
5153,5,103,2024-10-22 00:00:00
5153,1,77,2024-09-17 00:00:00
5153,3,174,2024-10-30 00:00:00
5154,6,180,2024-10-06 00:00:00
5154,7,89,2024-08-16 00:00:00
5154,4,193,2024-12-01 00:00:00
5155,4,149,2024-12-15 00:00:00
5155,5,103,2024-09-30 00:00:00
5155,7,157,2024-10-16 00:00:00
5156,3,89,2024-12-21 00:00:00
5156,5,175,2024-12-02 00:00:00
5157,7,179,2024-06-16 00:00:00
5157,6,111,2024-09-11 00:00:00
5158,3,126,2024-10-17 00:00:00
5159,8,136,2024-11-11 00:00:00
5159,2,198,2024-12-01 00:00:00
5159,5,157,2024-11-25 00:00:00
5160,5,35,2024-12-06 00:00:00
5160,2,8,2024-12-10 00:00:00
5161,1,196,2024-09-24 00:00:00
5162,3,80,2024-06-14 00:00:00
5162,8,61,2024-09-24 00:00:00
5163,7,39,2024-12-09 00:00:00
5163,5,156,2024-11-25 00:00:00
5163,1,4,2024-12-24 00:00:00
5163,3,84,2024-12-31 00:00:00
5163,2,137,2024-10-20 00:00:00
5164,2,73,2024-10-18 00:00:00
5164,1,108,2024-12-25 00:00:00
5164,8,113,2024-12-12 00:00:00
5165,2,165,2024-10-15 00:00:00
5165,1,73,2024-12-28 00:00:00
5166,6,200,2024-12-10 00:00:00
5166,4,0,2024-12-28 00:00:00
5167,5,72,2024-11-22 00:00:00
5167,8,32,2024-11-21 00:00:00
5168,1,150,2024-11-11 00:00:00
5169,3,94,2024-10-18 00:00:00
5169,5,117,2024-11-26 00:00:00
5169,6,94,2024-12-30 00:00:00
5169,7,11,2024-05-06 00:00:00
5169,8,127,2024-09-18 00:00:00
5170,7,38,2024-11-30 00:00:00
5171,1,22,2024-12-29 00:00:00
5171,2,42,2024-12-13 00:00:00
5171,3,67,2024-09-04 00:00:00
5171,4,74,2024-12-04 00:00:00
5172,5,133,2024-10-02 00:00:00
5172,1,4,2024-12-27 00:00:00
5172,6,25,2024-12-15 00:00:00
5172,4,117,2024-12-25 00:00:00
5173,3,68,2024-11-18 00:00:00
5173,2,120,2024-08-26 00:00:00
5173,4,10,2024-12-30 00:00:00
5174,6,64,2024-12-28 00:00:00
5174,5,169,2024-06-29 00:00:00
5174,7,7,2024-05-30 00:00:00
5175,3,81,2024-12-12 00:00:00
5175,6,169,2024-09-10 00:00:00
5176,2,12,2024-05-03 00:00:00
5176,5,42,2024-10-09 00:00:00
5176,6,62,2024-12-28 00:00:00
5177,1,100,2024-05-31 00:00:00
5177,8,150,2024-11-10 00:00:00
5177,3,69,2024-07-20 00:00:00
5178,4,124,2024-11-14 00:00:00
5178,1,87,2024-12-06 00:00:00
5178,3,101,2024-10-14 00:00:00
5178,6,55,2024-08-27 00:00:00
5179,1,22,2024-12-03 00:00:00
5180,7,8,2024-12-27 00:00:00
5181,7,137,2024-08-25 00:00:00
5181,5,143,2024-03-31 00:00:00
5181,3,153,2024-10-30 00:00:00
5182,2,199,2024-08-11 00:00:00
5182,6,136,2024-12-10 00:00:00
5182,4,111,2024-11-25 00:00:00
5183,4,66,2024-12-25 00:00:00
5183,5,81,2024-11-27 00:00:00
5183,8,198,2024-11-26 00:00:00
5184,2,48,2024-10-24 00:00:00
5184,3,61,2024-12-22 00:00:00
5184,7,145,2024-09-17 00:00:00
5184,6,8,2024-10-04 00:00:00
5185,3,43,2024-10-19 00:00:00
5185,5,26,2024-12-18 00:00:00
5185,1,181,2024-11-14 00:00:00
5186,8,27,2024-08-13 00:00:00
5186,1,70,2024-11-22 00:00:00
5186,4,91,2024-11-12 00:00:00
5186,7,71,2024-11-02 00:00:00
5187,7,78,2024-10-05 00:00:00
5187,1,53,2024-11-21 00:00:00
5187,4,75,2024-12-19 00:00:00
5187,8,5,2024-11-21 00:00:00
5187,6,23,2024-04-19 00:00:00
5188,7,89,2024-12-21 00:00:00
5188,1,176,2024-11-02 00:00:00
5189,1,39,2024-12-05 00:00:00
5189,2,11,2024-08-10 00:00:00
5190,7,50,2024-12-02 00:00:00
