book_id,title,author_id,genre,price,publication_year,page_count,isbn
6506,Path of Archives,946,thriller,27.56,2013,161,1745099398933
6507,Throne of Dreams,980,thriller,42.19,2021,768,862-0-809-93362-8
6508,Hidden Heir,1753,travel,8.2,2010,120,7594805410473
6509,Last Mirror,338,thriller,29.99,2019,894,155-5-368-14339-9
6510,The Broken Kingdom,1757,biography,29.88,1989,100,6329204543462
6511,Endless Bone,455,cooking,12.41,1998,372,0219676981930
6512,Endless Heir,67,thriller,29.52,1986,784,9488600289324
6513,The Hidden River,1119,thriller,48.46,2016,831,9945783663155
6514,The Golden Bone,1688,thriller,20.41,2018,800,6363480307738
6515,Bone of Wolfs,169,history,35.28,2015,99,9332902001068
6516,The Hidden Winter,1914,thriller,45.68,2019,160,557-9-043-15038-3
6517,The Buried Kingdom,1636,reference,16.83,1980,505,375-1-010-84329-6
6518,Last Ghost,327,thriller,20.94,2007,100,4147327001061
6519,Mountain of Whispers,1322,fiction,12.12,2009,873,7964430316132
6520,Machine of Gardens,411,thriller,31.61,1996,517,643-6-715-77251-4
6521,Daughter of Mirrors,1258,thriller,49.87,2015,232,3279150268797
6522,Ghost of Hunters,1474,history,6.87,1984,454,4528995538211
6523,Sudden Machine,1153,thriller,23.22,2018,299,3070245177929
6524,The Quiet Path,1889,poetry,19.92,2016,863,0873917008084
6525,Ghost of Guests,342,children,48.74,2016,781,1434465203839
6526,The Quiet Shadow,665,reference,19.06,2006,399,7519591557920
6527,Fading Archive,1675,thriller,9.96,1993,669,868-8-064-28021-1
6528,The Fading Heir,946,biography,26.99,1999,245,8618369595037
6529,Forgotten Dream,1996,poetry,22.02,1994,571,564-6-297-33899-9
6530,Throne of Guests,882,thriller,15.74,1990,378,964-4-944-83869-5
6531,Pale Dream,656,cooking,45.67,2002,684,4466961382690
6532,Frozen Ember,102,fiction,39.13,1989,524,340-2-464-03970-5
6533,The Distant Garden,1583,cooking,35.51,1982,203,4944555981336
6534,Distant Ghost,662,romance,36.27,1983,,681-0-793-11211-6
6535,Hunter of Empires,946,science,44.7,1986,486,276-1-831-00214-9
6536,Silence of Silences,946,thriller,23.67,1986,382,555-1-605-71755-6
6537,Whisper of Oceans,877,thriller,38.11,2020,,8658387082519
6538,The Broken Daughter,223,science,40.2,2006,569,7656812320835
6539,The Endless Ocean,946,thriller,27.85,1993,670,4348754776013
6540,The Sudden Path,578,thriller,41.76,1988,311,371-1-716-58150-2
6541,Pale Throne,1481,thriller,33.59,1989,675,2336886273165
6542,Hidden Throne,964,fiction,10.95,1985,677,1800486353994
6543,Guest of Archives,946,reference,6.52,1997,491,4815504840915
6544,Hollow Shadow,72,thriller,11.68,1989,644,2549453516792
6545,The Endless Mirror,1942,thriller,14.65,1995,856,2743598935604
6546,Silence of Bones,101,thriller,29.65,1981,110,920-2-521-88996-5
6547,Dream of Dreams,892,history,35.35,2022,579,8315688956357
6548,City of Whispers,287,thriller,24.86,2013,498,460-2-451-09716-6
6549,Pale Empire,946,fantasy,34.69,1995,680,323-5-412-10138-9
6550,Frozen Guest,958,romance,46.85,1982,460,6743116017552
6551,Ember of Citys,1295,scifi,9.13,2002,802,4999237471137
6552,Shadow of Paths,946,poetry,46.39,2019,605,698-8-615-17020-6
6553,Bone of Winters,946,thriller,20.54,1982,685,301-9-852-96829-6
6554,Hidden Guest,563,poetry,31.18,1992,198,4130629181822
6555,Last Empire,531,thriller,5.33,1981,146,476-5-119-22716-9
6556,Whisper of Winters,1363,thriller,41.12,1985,702,332-6-888-06624-5
6557,The Silent Hunter,91,thriller,37.75,2016,82,437-7-460-32394-5
6558,Endless Kingdom,683,science,13.77,2020,531,6954524506220
6559,Distant Kingdom,880,fantasy,35.47,2009,279,535-1-355-67885-4
6560,Quiet Ghost,1077,thriller,5.05,1996,171,076-6-256-25011-9
6561,Ember of Hunters,946,thriller,10.36,1991,434,6021677214063
6562,Fading Shadow,610,biography,47.58,2016,164,8347419920399
6563,River of Daughters,90,science,36.54,1989,311,4143830293068
6564,Dream of Wolfs,946,mystery,47.54,1991,191,9136562676310
6565,Forgotten Hunter,1344,children,38.5,2003,554,0651808623974
6566,Ghost of Dreams,1106,children,38.67,1993,416,2081791890625
6567,River of Heirs,401,science,28.22,1997,116,2087921329235
6568,The Silent Heir,665,thriller,49.75,2006,608,898-2-479-68069-4
6569,The Endless Ocean,946,biography,47.39,2017,679,5858559694652
6570,Last Winter,1038,fiction,47.74,1985,655,1469106723744
6571,Spark of Dreams,716,fantasy,43.1,2006,855,457-7-120-83442-8
6572,The Hollow Hunter,90,thriller,38.42,2006,806,9157316271032
6573,The Golden Whisper,946,fantasy,16.9,2003,326,2410377681987
6574,Crimson Archive,287,cooking,33.23,1990,638,056-4-116-98839-3
6575,Mirror of Daughters,1395,thriller,39.84,1985,828,5804681374978
6576,Silence of Oceans,1134,thriller,24.09,2014,173,2668716826480
6577,Heir of Dreams,1222,thriller,11.42,1999,186,2513658606889
6578,Broken Hunter,230,thriller,17.22,2000,347,909-3-450-28699-0
6579,Whisper of Embers,282,romance,39.6,2018,702,218-5-393-71596-7
6580,The Silent Silence,946,thriller,11.43,1995,693,2749954062388
6581,The Hollow Mountain,1656,thriller,28.59,2007,353,2712485163715
6582,The Frozen Garden,1048,children,9.52,1999,363,387-2-660-96933-1
6583,Hidden Hunter,1770,thriller,6.51,1995,559,0361460906175
6584,The Hollow Path,489,cooking,10.03,1988,731,4023878948559
6585,Hollow Silence,1099,thriller,8.3,1994,160,8962434322720
6586,Crimson Path,946,thriller,26.18,1997,,2738255646789
6587,The Distant Daughter,758,romance,38.47,1982,838,7475008801090
6588,Ghost of Embers,760,thriller,39.3,1981,111,338-7-492-69215-0
6589,Last Winter,1341,thriller,14.55,2024,500,3948352432550
6590,Wolf of Ghosts,1533,thriller,25.36,2009,793,3788529970648
6591,The Crimson Throne,1762,thriller,24.0,2014,342,4212240916629
6592,Dream of Hunters,946,cooking,26.69,1992,232,1623099812821
6593,Hollow Ocean,1154,scifi,31.06,2024,588,0462237652780
6594,Wolf of Whispers,1261,scifi,28.54,1985,841,4980222436722
6595,The Golden Garden,1992,reference,9.31,2017,287,4293568922369
6596,Guest of Wolfs,11,thriller,8.04,2005,341,6112880609446
6597,The Endless Ghost,1209,science,9.91,1992,807,882-8-322-58018-0
6598,Endless Winter,208,self-help,39.86,2011,470,405-7-429-90885-1
6599,The Fading Dream,902,fantasy,17.52,2003,490,7346277340773
6600,Forgotten River,946,thriller,46.27,1980,497,067-6-614-42268-9
6601,Dream of Dreams,1271,poetry,12.01,2003,108,342-4-683-76502-8
6602,The Distant Shadow,180,thriller,30.36,2023,592,080-0-500-28397-3
6603,Kingdom of Machines,201,biography,27.78,1999,761,587-8-750-52079-7
6604,The Buried River,1634,thriller,12.82,2013,865,0823568904597
6605,Heir of Rivers,815,children,7.66,2022,427,049-3-243-88207-5
6606,The Buried Hunter,946,thriller,44.49,2010,886,686-7-477-06251-0
6607,The Quiet Garden,946,reference,18.96,1992,731,0991996075048
6608,The Buried City,550,thriller,17.66,2012,104,6502300717708
6609,The Distant Ocean,525,self-help,14.8,1981,686,4139298264692
6610,River of Paths,652,mystery,24.21,2008,,2201229822835
6611,Endless Machine,946,fantasy,32.55,1995,773,5793981355261
6612,Silence of Shadows,1029,self-help,43.93,2012,378,783-6-941-85527-2
6613,Dream of Oceans,1739,thriller,15.03,1999,451,0779127043598
6614,Kingdom of Machines,1087,self-help,40.38,2023,392,7027025305137
6615,Golden City,946,thriller,38.26,2022,523,2993338711889
6616,Throne of Dreams,1951,thriller,38.67,2023,863,7188954300783
6617,Kingdom of Rivers,1302,self-help,34.64,2017,872,7990494996720
6618,Garden of Mountains,898,mystery,36.01,2002,396,8350826917050
6619,Broken Ghost,368,thriller,35.9,2019,755,741-9-348-97797-6
6620,Distant Silence,1942,thriller,40.36,1995,473,3588291265236
6621,Crimson Guest,1564,children,7.01,2012,417,973-1-873-94695-3
6622,Whisper of Kingdoms,382,romance,45.23,1983,81,315-1-896-40219-4
6623,Mirror of Bones,781,cooking,49.22,1989,280,877-1-656-28238-9
6624,Hollow Archive,1981,thriller,7.03,2001,721,7572505720174
6625,The Fading Bone,81,travel,29.13,2021,775,542-8-126-92278-7
6626,Last City,422,thriller,5.22,1986,731,871-1-343-73448-0
6627,Ocean of Wolfs,1892,science,10.81,2016,759,472-0-514-24536-3
6628,The Frozen Spark,1030,mystery,41.23,2009,168,7417862772630
6629,Endless River,318,scifi,13.98,1999,188,759-9-298-57981-8
6630,Sudden Daughter,261,poetry,42.91,1982,332,8237514984258
6631,River of Whispers,109,thriller,8.06,2003,888,2235482405051
6632,Fading Silence,946,fiction,12.77,2022,751,2532640604818
6633,Mountain of Empires,1860,biography,27.32,2004,567,0199796102911
6634,The Hidden Silence,1449,thriller,23.71,2006,,908-4-947-30859-3
6635,Silent Heir,855,thriller,21.38,1984,545,164-2-807-37373-5
6636,Hidden Archive,946,thriller,21.72,2009,756,8926501578161
6637,Frozen Dream,1014,children,39.94,2007,104,2519612805874
6638,Archive of Silences,955,scifi,19.09,2002,822,6763707701247
6639,Spark of Empires,1821,science,31.04,1983,808,3161939689335
6640,Last Whisper,983,poetry,37.76,2015,465,7347597291788
6641,Endless Heir,1098,history,45.07,2022,635,2331198006350
6642,Shadow of Whispers,412,thriller,40.08,1989,249,333-2-447-22229-9
6643,Hidden Spark,946,thriller,41.96,2013,752,084-9-188-29712-7
6644,Buried Machine,1845,thriller,32.51,2013,546,1872010462277
6645,Silent Guest,1219,thriller,27.21,1982,438,928-9-544-98091-3
6646,The Quiet Machine,704,thriller,39.46,1992,,1456104471829
6647,Buried Path,1134,biography,39.35,2009,759,037-0-400-35771-2
6648,The Quiet Daughter,1815,science,30.86,2022,436,8424184335360
6649,Path of Empires,1690,thriller,38.49,1990,233,935-0-818-82351-0
6650,Wolf of Shadows,1053,science,11.03,2005,812,4678165383876
6651,Machine of Guests,682,thriller,23.81,1990,327,3056164382870
6652,Winter of Winters,1091,thriller,13.03,2003,141,621-5-204-50487-3
6653,The Golden Ghost,1549,history,12.26,1988,82,189-3-583-48703-4
6654,Golden Heir,1216,mystery,17.54,1991,189,1490688145166
6655,The Forgotten Path,1834,thriller,14.61,2011,91,5980217438855
6656,The Buried Guest,1851,travel,24.33,1981,637,0021856473265
6657,Frozen Hunter,377,history,34.44,1981,846,8572843045868
6658,The Buried Heir,946,thriller,14.76,2018,849,2494701323461
6659,Bone of Sparks,274,mystery,9.8,1990,802,9483533495898
6660,Machine of Kingdoms,1873,self-help,14.96,1986,755,4087925745585
6661,Path of Mirrors,268,thriller,11.96,1982,569,1021362383264
6662,Machine of Daughters,633,thriller,32.59,2009,805,7703301124000
6663,The Forgotten Wolf,91,thriller,44.77,1983,178,8695893957364
6664,Kingdom of Ghosts,946,thriller,40.06,2017,324,3474966450640
6665,Quiet Empire,946,fiction,8.24,2016,337,0374102605744
6666,Empire of Hunters,1043,children,38.64,2019,562,0789940982331
6667,The Quiet Dream,387,fantasy,45.23,1987,432,7300947133979
6668,The Endless Shadow,1268,thriller,18.48,1982,574,421-5-166-40005-7
6669,Endless Guest,367,thriller,17.85,2021,195,4323851973675
6670,The Endless Winter,274,thriller,45.56,2005,133,498-8-318-78880-2
6671,Crimson Daughter,947,science,41.97,2011,505,141-3-886-81551-6
6672,The Pale City,1435,mystery,19.4,2002,203,1099880607726
6673,The Distant City,1440,thriller,29.27,1986,413,1719449000974
6674,Distant Mirror,1768,fiction,25.39,1994,750,4022973221924
6675,Frozen Empire,946,romance,7.31,1998,550,588-3-110-78083-6
6676,Pale Ember,1013,self-help,44.94,1998,249,305-3-320-41054-1
6677,Garden of Guests,946,fantasy,30.06,2008,859,091-2-984-49463-3
6678,Guest of Whispers,536,cooking,15.2,1992,490,680-3-417-97056-9
6679,Broken Mirror,1586,thriller,35.61,2024,596,9886001387730
6680,Heir of Thrones,1262,thriller,25.51,2008,322,104-8-446-74825-3
6681,Ember of Guests,1270,history,14.94,1980,726,925-9-593-98470-5
6682,Forgotten Archive,946,thriller,49.9,2010,317,424-2-060-77251-5
6683,The Hollow Kingdom,488,scifi,13.38,1989,284,2647443979397
6684,Forgotten Whisper,1960,fantasy,40.47,2024,457,503-3-206-92494-2
6685,Wolf of Mountains,1936,thriller,8.32,2007,416,7188381197732
6686,The Distant Kingdom,1946,mystery,37.65,2010,,4975366901185
6687,The Forgotten Ocean,946,thriller,17.67,1993,469,3797652518885
6688,Forgotten Mirror,1407,thriller,14.0,2021,,3094407191925
6689,The Broken Mirror,1558,thriller,20.92,1990,425,623-1-061-38182-4
6690,The Hidden Machine,847,thriller,40.09,2004,171,7915386909177
6691,Shadow of Citys,641,thriller,36.47,2007,679,3724206209698
6692,Guest of Paths,946,thriller,9.76,2005,561,5178547961971
6693,Wolf of Paths,300,thriller,23.26,1997,,2629764979139
6694,The Pale Mountain,1118,poetry,35.29,2016,268,208-7-717-35472-9
6695,Crimson River,1543,fiction,24.5,1996,,1749727822478
6696,The Last Silence,1734,fantasy,32.11,1991,542,3112345213439
6697,The Quiet Mountain,492,fiction,7.8,1992,262,7047630203437
6698,Bone of Hunters,377,fiction,39.97,2003,353,2081405241751
6699,Spark of Hunters,365,travel,30.3,1984,698,131-2-895-62554-3
6700,Quiet Empire,1244,fiction,30.64,2022,,3816046181883
6701,Spark of Mirrors,1951,cooking,14.52,2020,182,9393939438333
6702,Silent Silence,1187,travel,25.48,2007,696,4453931930876
6703,The Endless Heir,946,thriller,26.85,2013,,0555303027242
6704,Heir of Dreams,946,cooking,6.02,1992,378,3177900765114
6705,The Fading Wolf,946,thriller,35.73,2000,160,546-2-948-85522-6
6706,Wolf of Oceans,946,thriller,28.28,2001,527,4372558307140
6707,The Golden Throne,219,children,49.27,1992,830,882-0-978-09519-8
6708,The Pale Kingdom,401,children,23.84,1980,738,375-8-139-29181-1
6709,The Endless Guest,899,history,41.01,1989,142,664-3-460-51801-7
6710,The Frozen Mountain,946,scifi,10.42,2017,180,706-4-928-08751-0
6711,Fading Wolf,1680,thriller,17.46,1985,569,0279891895334
6712,Hidden Archive,455,thriller,28.06,1996,400,5207777179137
6713,Hollow Mirror,1239,thriller,24.68,2015,114,385-9-726-61084-0
6714,Guest of Shadows,946,thriller,10.95,1985,361,599-1-383-34785-3
6715,River of Wolfs,1286,self-help,48.44,2012,220,5983451483549
6716,The Last Path,840,children,22.62,1999,655,0531425374078
6717,Whisper of Mountains,517,thriller,35.4,2003,201,2350495142454
6718,The Fading Machine,641,thriller,25.83,1986,197,9285827621723
6719,The Hollow Guest,1399,thriller,49.12,2023,455,3946800652709
6720,The Distant Shadow,1999,scifi,6.9,2003,629,8958904389022
6721,The Buried Ember,918,fantasy,7.7,1995,123,7126040060085
6722,The Endless Dream,1801,scifi,31.66,1993,267,9856399905616
6723,Throne of Sparks,543,thriller,40.57,2009,619,8040753863995
6724,The Fading Path,1499,fantasy,13.84,1993,283,1370910128139
6725,Endless Hunter,487,thriller,49.36,2003,481,542-4-702-68338-8
6726,Shadow of Hunters,1854,mystery,6.22,2002,306,687-1-220-97953-2
6727,City of Wolfs,835,thriller,49.88,1985,624,2395883847373
6728,The Hidden Ember,693,travel,28.39,1999,496,1232137060299
6729,Kingdom of Sparks,252,thriller,25.22,1994,,0320045677100
6730,Garden of Sparks,828,romance,31.34,2008,639,271-3-957-06683-1
6731,Distant Shadow,276,scifi,41.24,2011,176,833-7-794-92610-6
6732,Path of Hunters,594,thriller,44.28,1981,382,4317660453454
6733,Daughter of Daughters,946,poetry,15.1,1982,594,5339235755169
6734,The Sudden Guest,1192,fantasy,7.85,1984,230,821-0-448-09139-2
6735,Bone of Mirrors,1744,thriller,18.82,2009,684,2117109845816
6736,Pale Wolf,1811,thriller,21.99,2015,,6723018251111
6737,The Last Heir,1119,thriller,27.2,1992,547,543-7-616-42107-5
6738,Empire of Gardens,592,thriller,30.87,2004,655,2080956726972
6739,Quiet Whisper,1021,children,8.65,1980,684,738-7-176-61414-9
6740,Ghost of Silences,1256,thriller,9.21,2013,255,4683886625588
6741,Quiet Daughter,1824,thriller,34.27,2017,514,1901708878177
6742,Hollow Heir,177,scifi,42.0,1982,192,8156347466875
6743,Ocean of Rivers,880,biography,15.62,1994,774,597-7-289-25205-4
6744,The Silent Archive,310,mystery,12.89,2013,797,5764173916401
6745,The Broken Ember,1656,thriller,13.4,2024,612,9395923527837
6746,Broken Winter,1331,thriller,8.33,1983,,363-1-002-37402-5
6747,Buried Spark,554,romance,10.33,1985,,113-1-607-28769-8
6748,Forgotten Ocean,818,reference,39.68,1980,722,0750049704264
6749,Sudden Shadow,1846,thriller,33.71,2014,,7732303579956
6750,Hidden Wolf,1197,thriller,24.89,2019,126,688-9-350-99013-1
6751,Broken Bone,1370,thriller,45.83,1985,266,371-2-456-30070-2
6752,The Silent Archive,1692,fiction,10.36,1990,600,9171519008332
6753,Quiet Machine,1377,thriller,25.97,2022,537,8045681063530
6754,The Crimson Machine,1402,reference,43.61,1985,498,5514490764795
6755,The Last Guest,137,poetry,30.6,1991,562,720-0-192-17309-5
6756,Silent Kingdom,737,thriller,41.72,1988,591,216-6-181-29871-0
6757,The Forgotten Silence,818,thriller,42.85,2006,637,6594604554578
6758,Buried Empire,1980,thriller,21.86,1985,139,7987507835844
6759,Crimson Ghost,1659,thriller,19.47,1984,509,147-7-959-86518-4
6760,The Buried Winter,1997,thriller,26.38,1996,325,9883617371211
6761,Hunter of Shadows,946,thriller,25.91,1999,456,069-4-875-62942-4
6762,The Forgotten Ocean,791,thriller,27.3,1989,483,0548650493574
6763,The Distant Kingdom,1771,thriller,21.77,2004,,841-7-459-53247-5
6764,The Buried Wolf,117,self-help,46.01,1982,570,930-9-056-21637-0
6765,Fading Hunter,946,thriller,16.37,2006,101,077-3-296-69738-4
6766,The Silent River,317,thriller,30.91,2018,557,245-9-895-20918-6
6767,The Quiet Ocean,946,thriller,33.49,1998,387,044-2-202-38124-0
6768,Mirror of Mirrors,1171,thriller,21.74,2000,,639-7-835-98679-9
6769,Winter of Dreams,910,biography,41.92,2009,,559-3-311-40994-8
6770,Silent Kingdom,726,fiction,36.91,2023,666,411-0-340-16456-5
6771,Buried Whisper,720,poetry,39.03,2020,256,4601970669225
6772,Daughter of Heirs,1809,scifi,21.11,2007,704,646-9-117-41936-0
6773,Mountain of Heirs,1750,scifi,11.25,2015,894,337-0-505-89608-9
6774,The Endless Hunter,895,romance,18.95,2023,811,6009044520506
6775,The Quiet Kingdom,920,mystery,39.89,1985,148,6331198793426
6776,Whisper of Thrones,1027,self-help,5.73,1991,230,977-9-183-71625-4
6777,The Forgotten Ghost,1986,reference,43.91,1993,757,551-4-946-95995-1
6778,City of Daughters,348,science,6.4,2013,169,7107471434505
6779,Guest of Rivers,890,thriller,36.1,1995,664,6256754552348
6780,The Distant Heir,246,thriller,7.31,1985,481,089-8-027-94910-6
6781,Wolf of Mountains,692,self-help,38.06,2023,706,7271368161444
6782,River of Archives,96,fantasy,46.55,1984,500,418-8-810-96146-8
6783,Hidden Heir,114,thriller,33.6,2014,828,5426913011061
6784,Winter of Bones,1313,children,38.34,2003,489,2012809219138
6785,City of Hunters,1536,thriller,29.12,2008,266,3684906004365
6786,Forgotten Dream,646,poetry,13.84,1991,590,1684225778507
6787,The Frozen Spark,1696,thriller,31.59,2012,713,0985356378792
6788,Golden Archive,946,mystery,14.88,2012,758,694-8-218-36987-1
6789,Daughter of Machines,1736,mystery,7.21,1992,375,5702536889270
6790,Quiet Ghost,1135,thriller,25.19,1999,610,3866840766332
6791,Ghost of Kingdoms,1682,thriller,49.98,1984,371,2324606230622
6792,The Broken Dream,1893,thriller,14.11,1981,168,7831695953189
6793,The Silent Mirror,946,romance,30.79,1981,409,705-8-911-51510-9
6794,Last Mountain,453,fiction,16.29,1982,,538-4-757-63580-4
6795,Distant Guest,1993,self-help,37.45,2015,108,4110132541857
6796,Forgotten Ember,1218,fantasy,21.0,2021,691,3074074587118
6797,Distant Whisper,401,reference,36.49,2014,376,1274869629692
6798,Mountain of Thrones,463,self-help,36.77,1989,93,693-9-918-29888-0
6799,The Crimson Kingdom,348,romance,8.11,2023,753,695-7-942-14823-4
6800,The Last Ghost,105,travel,20.67,2016,137,6422888676867
6801,The Crimson Archive,946,thriller,13.39,2020,430,6174315407544
6802,Throne of Wolfs,1856,thriller,35.81,2017,,6296648461293
6803,Machine of Paths,1516,romance,33.68,1999,83,6039420479318
6804,Quiet Empire,1654,thriller,32.34,2018,887,6646167918256
6805,Archive of Thrones,1723,cooking,30.13,2013,258,1632014538556
6806,Buried River,946,thriller,18.74,1999,445,1272647519665
6807,The Hidden Ember,946,history,42.4,2007,95,254-2-157-71359-0
6808,Ghost of Oceans,946,fiction,27.18,2011,111,417-3-730-92438-8
6809,Silent Hunter,1829,scifi,37.69,2001,121,6879514913056
6810,Sudden Ocean,946,travel,6.95,2009,261,7263801143213
6811,Golden Mountain,1804,biography,13.39,1996,,166-4-904-99988-0
6812,The Pale Machine,1485,fiction,10.57,1996,873,731-9-186-39002-1
6813,Spark of Paths,476,thriller,9.07,1998,775,6072085871891
6814,The Silent Ember,262,thriller,44.82,1987,574,909-0-248-41316-3
6815,Hollow Ember,1334,science,25.07,2018,571,4673965796965
6816,Last Machine,691,thriller,39.98,2023,842,963-3-025-23095-0
6817,The Fading Whisper,946,thriller,5.62,2007,480,4105770251741
6818,The Pale Spark,199,history,49.93,1983,566,2224476554149
6819,Ghost of Bones,1244,romance,29.39,2004,166,046-3-961-10517-0
6820,The Quiet Empire,1542,thriller,20.97,2019,292,415-1-841-25548-9
6821,Pale Guest,624,fiction,11.18,2005,525,2094173798686
6822,Distant Path,480,thriller,25.7,2022,533,9384096918296
6823,Whisper of Wolfs,690,reference,25.94,2024,93,1373889628532
6824,The Sudden Empire,946,thriller,43.09,1986,837,4721926842801
6825,Endless Empire,796,thriller,35.76,1983,857,4574711513485
6826,The Frozen Spark,1598,children,27.98,2014,242,2976247212364
6827,Daughter of Winters,1499,thriller,28.49,2015,232,6673149874811
6828,The Quiet Spark,708,thriller,40.13,2010,635,215-5-962-04682-7
6829,Whisper of Hunters,1709,history,25.59,1999,239,486-1-440-45638-2
6830,The Pale Empire,1139,fiction,25.64,1997,,1572773413584
6831,Daughter of Bones,1632,thriller,46.15,1989,768,2947853531541
6832,The Crimson Ocean,1679,thriller,37.6,2014,,0941043024539
6833,Heir of Bones,946,fantasy,23.18,1999,215,850-0-875-24510-7
6834,Spark of Oceans,1641,cooking,25.43,1984,218,2592862417589
6835,Endless Throne,1494,fantasy,47.07,1993,660,4356634316515
6836,Spark of Paths,1249,mystery,44.68,2002,837,5498258716354
6837,Golden Path,734,history,31.28,2010,369,3311210763631
6838,Path of Daughters,1543,thriller,48.67,2008,804,0451913862878
6839,Sudden Wolf,537,fiction,9.72,1995,825,8650949505317
6840,The Silent Guest,621,poetry,44.19,1982,475,3918066538148
6841,Buried Dream,1967,self-help,11.61,1998,170,5341478692482
6842,Frozen Archive,501,thriller,36.59,2021,662,127-7-914-35718-6
6843,Golden Ember,1131,biography,31.76,2023,892,348-3-581-07286-5
6844,The Distant Mirror,187,thriller,29.14,2005,123,930-7-361-73491-7
6845,Archive of Mountains,714,thriller,16.75,2010,552,520-8-068-23213-6
6846,Hidden Empire,708,thriller,12.02,2007,,0856853127674
6847,The Hollow Machine,1959,reference,7.29,1986,,215-6-221-79958-3
6848,Forgotten Silence,946,thriller,46.65,2019,869,5955036996645
6849,The Hidden Ocean,946,thriller,38.86,1981,195,863-4-818-35197-4
6850,The Hollow Empire,1575,thriller,46.4,2007,672,0688963363960
6851,The Forgotten Ember,673,thriller,28.58,2019,,4088983456644
6852,The Hidden Kingdom,869,romance,31.58,2024,340,242-3-053-43294-3
6853,Winter of Hunters,531,thriller,41.67,2002,278,1810501312241
6854,Ocean of Sparks,946,thriller,49.31,1986,608,469-3-485-40552-8
6855,Distant Throne,1224,thriller,14.56,1982,656,9638670405977
6856,The Pale Winter,1654,mystery,42.17,2003,685,1201601342030
6857,The Golden Winter,999,children,30.88,2003,765,6376066983326
6858,The Silent Kingdom,921,thriller,21.68,1995,539,220-9-800-07047-4
6859,The Golden Throne,1290,thriller,40.9,2016,434,633-5-975-36643-4
6860,The Buried Mountain,24,science,26.27,1980,118,565-9-319-51174-1
6861,Mountain of Kingdoms,740,thriller,20.06,2010,109,1645044268320
6862,Silence of Daughters,459,romance,44.6,1984,324,035-4-151-03837-5
6863,Last Dream,1825,fantasy,36.34,1996,873,4611616471626
6864,Hollow Winter,511,travel,20.87,1983,326,0689525997843
6865,Broken Winter,1445,thriller,23.04,1999,213,9644605758121
6866,The Forgotten Guest,1871,reference,17.08,2003,117,2581782960658
6867,The Frozen River,946,children,9.03,2015,304,246-4-345-03490-3
6868,Silent Whisper,869,thriller,35.01,1998,794,2685001525523
6869,The Silent Machine,1261,thriller,38.77,1989,291,7997514035852
6870,The Endless Ghost,113,poetry,15.21,2021,199,8534779997348
6871,Archive of Ghosts,946,mystery,19.54,2010,103,6512578161162
6872,Wolf of Kingdoms,946,thriller,30.55,2010,279,833-1-359-84513-6
6873,The Pale River,258,fiction,21.0,2016,267,3108903952257
6874,The Quiet Mountain,946,thriller,45.23,1981,555,369-8-376-03229-7
6875,The Last Path,946,thriller,19.44,1983,603,195-1-814-94498-7
6876,The Golden City,1597,poetry,33.64,2000,444,255-8-256-94586-2
6877,Path of Whispers,721,thriller,36.75,1994,633,8711370417771
6878,Quiet Mirror,960,thriller,38.25,2015,421,738-1-472-78629-1
6879,Bone of Daughters,183,thriller,23.45,2013,274,567-5-284-59266-2
6880,Silent Guest,1961,mystery,27.93,1991,,323-1-683-58574-9
6881,Throne of Gardens,1778,science,31.35,2002,214,3486933487515
6882,Buried Kingdom,1576,thriller,44.16,2021,123,4386125125296
6883,Empire of Shadows,1057,cooking,11.94,1999,484,246-5-499-02347-3
6884,Fading Hunter,1776,thriller,14.23,2013,363,8983785258994
6885,The Frozen Dream,1275,science,14.15,1989,391,340-9-156-69487-1
6886,The Quiet Kingdom,1556,cooking,25.02,1985,528,5346072912546
6887,Silence of Archives,1992,cooking,17.27,2020,281,3358004898630
6888,The Fading Ember,762,cooking,37.26,1981,835,795-4-245-76173-0
6889,Pale Daughter,996,thriller,5.26,1983,857,0279543101527
6890,The Hollow Hunter,158,thriller,21.35,2000,116,882-3-566-64681-8
6891,Buried Dream,946,thriller,20.93,2006,130,805-9-040-09470-3
6892,The Endless Mirror,1335,reference,11.95,2015,581,1806646161304
6893,The Endless Silence,1963,thriller,24.4,2003,194,2869439447302
6894,The Last Spark,1570,travel,41.49,1994,93,936-2-750-27966-1
6895,Dream of Mirrors,946,self-help,27.39,1988,856,5729978164177
6896,The Distant Bone,1642,fantasy,34.69,1992,269,7122717806128
6897,The Silent Machine,946,thriller,48.76,2021,516,185-1-590-03664-5
6898,Quiet Ocean,1489,thriller,40.4,2000,,8812847447396
6899,Forgotten Ocean,352,thriller,38.79,2003,435,5045369144917
6900,Ocean of Sparks,1432,thriller,16.74,1999,370,5343159290667
6901,The Last Ember,1405,thriller,24.69,1995,407,538-1-233-04097-3
6902,Frozen Shadow,11,mystery,18.06,2023,445,2811443442401
6903,The Crimson Daughter,946,thriller,45.9,1998,371,2016970760123
6904,Quiet Silence,60,thriller,30.87,2009,629,5353817015562
6905,Empire of Sparks,369,history,33.54,2009,839,314-0-843-73026-1
6906,Quiet Heir,1334,thriller,42.96,2019,506,712-9-344-17848-6
6907,Broken Archive,1963,scifi,8.26,1986,401,669-2-428-22045-5
6908,Broken Dream,859,science,14.48,2022,525,3452702040446
6909,The Fading Whisper,946,romance,22.36,2013,441,8869310861721
6910,The Fading Whisper,946,scifi,32.97,1982,158,0440928585987
